State,Sample Year,Sample Month,NO2 Units,Average of NO2 Mean,O3 Units,Average of O3 Mean,SO2 Units,Average of SO2 Mean,CO Units,Average of CO Mean
Arkansas,2010,5,Parts per billion,8.111734419,Parts per million,0.030516032,Parts per billion,0.961011331,Parts per million,0.395164226
Arkansas,2010,6,Parts per billion,7.850017233,Parts per million,0.0289806,Parts per billion,1.089593692,Parts per million,0.346710433
Arkansas,2010,7,Parts per billion,6.103898355,Parts per million,0.027190935,Parts per billion,0.995762403,Parts per million,0.416825944
Arkansas,2010,8,Parts per billion,8.98822029,Parts per million,0.034658452,Parts per billion,1.256670911,Parts per million,0.483937839
Arkansas,2010,9,Parts per billion,9.746829714,Parts per million,0.029584107,Parts per billion,1.470025295,Parts per million,0.404846411
Arkansas,2010,10,Parts per billion,12.53161529,Parts per million,0.029935452,Parts per billion,1.737864395,Parts per million,0.631093153
Arkansas,2010,11,Parts per billion,10.94241877,Parts per million,0.020101467,Parts per billion,1.404018308,Parts per million,0.502204067
Arkansas,2010,12,Parts per billion,11.72169448,Parts per million,0.017900065,Parts per billion,1.553670984,Parts per million,0.413591355
California,2010,1,Parts per billion,18.63092151,Parts per million,0.015626342,Parts per billion,1.006524264,Parts per million,0.544185534
California,2010,2,Parts per billion,14.92704146,Parts per million,0.020783866,Parts per billion,0.776048353,Parts per million,0.425202963
California,2010,3,Parts per billion,12.99486671,Parts per million,0.028720346,Parts per billion,0.797658219,Parts per million,0.325490754
California,2010,4,Parts per billion,9.188868895,Parts per million,0.033150003,Parts per billion,0.649961981,Parts per million,0.299736406
California,2010,5,Parts per billion,7.587130923,Parts per million,0.033433355,Parts per billion,0.719647737,Parts per million,0.259437625
California,2010,6,Parts per billion,7.117970842,Parts per million,0.031155079,Parts per billion,0.625556144,Parts per million,0.239698532
California,2010,7,Parts per billion,7.851520052,Parts per million,0.0302645,Parts per billion,0.707519103,Parts per million,0.238282279
California,2010,8,Parts per billion,10.21779141,Parts per million,0.028355497,Parts per billion,0.661947035,Parts per million,0.253104305
California,2010,9,Parts per billion,13.6498294,Parts per million,0.027479782,Parts per billion,0.770540761,Parts per million,0.341082716
California,2010,10,Parts per billion,12.33582805,Parts per million,0.024363553,Parts per billion,0.547646893,Parts per million,0.308584084
California,2010,11,Parts per billion,15.92506773,Parts per million,0.019860783,Parts per billion,0.621534541,Parts per million,0.43314535
California,2010,12,Parts per billion,15.76101844,Parts per million,0.016060423,Parts per billion,0.744808913,Parts per million,0.455864623
Colorado,2010,1,Parts per billion,25.44325248,Parts per million,0.008150714,Parts per billion,1.535941,Parts per million,0.65982119
Colorado,2010,2,Parts per billion,20.25764356,Parts per million,0.01972832,Parts per billion,0.947841,Parts per million,0.40547458
Colorado,2010,3,Parts per billion,13.09553858,Parts per million,0.027319839,Parts per billion,0.567829081,Parts per million,0.301209613
Colorado,2010,4,Parts per billion,6.700069735,Parts per million,0.036227294,Parts per billion,0.344756015,Parts per million,0.247490353
Colorado,2010,5,Parts per billion,8.280462187,Parts per million,0.032109375,Parts per billion,0.102034813,Parts per million,0.253136844
Colorado,2010,6,Parts per billion,5.350883,Parts per million,0.032317476,Parts per billion,0.523659262,Parts per million,0.315246429
Colorado,2010,8,Parts per billion,26.75,Parts per million,0.026609,Parts per billion,2.8441415,Parts per million,0.39955325
Colorado,2010,9,Parts per billion,24.38647329,Parts per million,0.020106571,Parts per billion,0.603283071,Parts per million,0.329166571
Colorado,2010,10,Parts per billion,15.83649281,Parts per million,0.022110952,Parts per billion,1.081692405,Parts per million,0.319221738
Colorado,2010,11,Parts per billion,20.92469978,Parts per million,0.015105481,Parts per billion,1.852231241,Parts per million,0.401297444
Colorado,2010,12,Parts per billion,23.41422545,Parts per million,0.013162806,Parts per billion,2.190873323,Parts per million,0.425730468
Connecticut,2010,1,Parts per billion,16.20770561,Parts per million,0.017336129,Parts per billion,2.181197806,Parts per million,0.619276661
Connecticut,2010,2,Parts per billion,14.77113292,Parts per million,0.02212748,Parts per billion,1.3593568,Parts per million,0.25503192
Connecticut,2010,3,Parts per billion,15.09601043,Parts per million,0.025655167,Parts per billion,1.247526883,Parts per million,0.27200935
Connecticut,2010,4,Parts per billion,11.26386867,Parts per million,0.03099391,Parts per billion,1.008473298,Parts per million,0.266089534
Connecticut,2010,5,Parts per billion,9.808470843,Parts per million,0.030184708,Parts per billion,0.869914208,Parts per million,0.285569118
Connecticut,2010,6,Parts per billion,8.914299289,Parts per million,0.032257178,Parts per billion,0.730659528,Parts per million,0.310261511
Connecticut,2010,7,Parts per billion,9.236396929,Parts per million,0.031349588,Parts per billion,0.662784971,Parts per million,0.293980365
Connecticut,2010,8,Parts per billion,8.894158506,Parts per million,0.028378783,Parts per billion,0.673348404,Parts per million,0.29518359
Connecticut,2010,9,Parts per billion,6.657967508,Parts per million,0.027021339,Parts per billion,0.71865975,Parts per million,0.229451271
Connecticut,2010,10,Parts per billion,9.941129467,Parts per million,0.019970711,Parts per billion,0.970092278,Parts per million,0.218724956
Connecticut,2010,11,Parts per billion,8.873442867,Parts per million,0.02215235,Parts per billion,0.914382392,Parts per million,0.230937042
Connecticut,2010,12,Parts per billion,9.105935857,Parts per million,0.024323125,Parts per billion,1.663252152,Parts per million,0.236217125
Country Of Mexico,2010,1,Parts per billion,23.68053315,Parts per million,0.013602692,Parts per billion,4.406682846,Parts per million,0.931612846
Country Of Mexico,2010,2,Parts per billion,23.38698679,Parts per million,0.015661735,Parts per billion,1.318659426,Parts per million,0.956703441
Country Of Mexico,2010,3,Parts per billion,22.60746657,Parts per million,0.028140565,Parts per billion,1.649237272,Parts per million,0.802301152
Country Of Mexico,2010,4,Parts per billion,19.19336367,Parts per million,0.0293737,Parts per billion,1.2047143,Parts per million,0.422539117
Country Of Mexico,2010,5,Parts per billion,15.63940676,Parts per million,0.026336324,Parts per billion,0.90905877,Parts per million,0.648281297
Country Of Mexico,2010,6,Parts per billion,14.01045897,Parts per million,0.023884206,Parts per billion,1.069244838,Parts per million,0.754621059
Country Of Mexico,2010,7,Parts per billion,12.9269833,Parts per million,0.023532463,Parts per billion,1.65928387,Parts per million,0.57401763
Country Of Mexico,2010,8,Parts per billion,15.13665239,Parts per million,0.022966887,Parts per billion,2.851256065,Parts per million,0.464154621
Country Of Mexico,2010,9,Parts per billion,24.67101433,Parts per million,0.024764,Parts per billion,1.462215167,Parts per million,0.3593095
Country Of Mexico,2010,11,Parts per billion,24.49346206,Parts per million,0.013088563,Parts per billion,0.3513005,Parts per million,1.34402775
Country Of Mexico,2010,12,Parts per billion,26.5995458,Parts per million,0.010512533,Parts per billion,4.739038283,Parts per million,2.125982583
District Of Columbia,2010,1,Parts per billion,21.27540839,Parts per million,0.017310452,Parts per billion,4.238875323,Parts per million,1.26429171
District Of Columbia,2010,2,Parts per billion,22.80537125,Parts per million,0.023626464,Parts per billion,4.210241732,Parts per million,0.445941536
District Of Columbia,2010,3,Parts per billion,19.25945123,Parts per million,0.028616935,Parts per billion,3.055634839,Parts per million,0.864402613
District Of Columbia,2010,4,Parts per billion,17.7730237,Parts per million,0.029629233,Parts per billion,2.454546867,Parts per million,1.15735695
District Of Columbia,2010,5,Parts per billion,14.06363243,Parts per million,0.0301721,Parts per billion,2.36200705,Parts per million,1.313459667
District Of Columbia,2010,6,Parts per billion,14.81920983,Parts per million,0.0390219,Parts per billion,3.046961083,Parts per million,0.569805783
District Of Columbia,2010,7,Parts per billion,16.01903503,Parts per million,0.040727226,Parts per billion,3.334114452,Parts per million,0.615594871
District Of Columbia,2010,8,Parts per billion,15.92040139,Parts per million,0.039239194,Parts per billion,2.768231855,Parts per million,0.689916145
District Of Columbia,2010,9,Parts per billion,15.6038898,Parts per million,0.0327528,Parts per billion,3.01108085,Parts per million,0.791739217
District Of Columbia,2010,10,Parts per billion,16.75683881,Parts per million,0.021309129,Parts per billion,3.0291365,Parts per million,0.925632145
District Of Columbia,2010,11,Parts per billion,20.0910354,Parts per million,0.0168958,Parts per billion,3.502782083,Parts per million,1.261071933
District Of Columbia,2010,12,Parts per billion,17.6498929,Parts per million,0.019366806,Parts per billion,5.320679661,Parts per million,0.686487177
Florida,2010,1,Parts per billion,7.950362367,Parts per million,0.0286445,Parts per billion,0.651364567,Parts per million,0.17663645
Florida,2010,2,Parts per billion,7.010884321,Parts per million,0.032610036,Parts per billion,0.239527839,Parts per million,0.384332946
Florida,2010,3,Parts per billion,6.43543271,Parts per million,0.040839419,Parts per billion,0.051327468,Parts per million,0.332751339
Florida,2010,4,Parts per billion,4.028015867,Parts per million,0.0426749,Parts per billion,0.027013883,Parts per million,0.55784125
Florida,2010,5,Parts per billion,3.985188355,Parts per million,0.03031629,Parts per billion,0.030174758,Parts per million,0.459942484
Florida,2010,6,Parts per billion,5.047270233,Parts per million,0.023591633,Parts per billion,0.060676417,Parts per million,0.301953517
Florida,2010,7,Parts per billion,3.445009387,Parts per million,0.021346742,Parts per billion,0.037194548,Parts per million,0.367976242
Florida,2010,8,Parts per billion,4.205022645,Parts per million,0.020311903,Parts per billion,0.05966521,Parts per million,0.326205661
Florida,2010,9,Parts per billion,3.413849167,Parts per million,0.024631867,Parts per billion,0.001590917,Parts per million,0.356851933
Florida,2010,10,Parts per billion,6.639763308,Parts per million,0.0330865,Parts per billion,0.150003096,Parts per million,0.533194
Florida,2010,11,Parts per billion,7.198212567,Parts per million,0.025680133,Parts per billion,0.113695033,Parts per million,0.419749333
Florida,2010,12,Parts per billion,8.973017161,Parts per million,0.023915516,Parts per billion,0.364217677,Parts per million,0.527070871
Georgia,2010,10,Parts per billion,18.59254997,Parts per million,0.019438161,Parts per billion,1.075366532,Parts per million,0.395309129
Georgia,2010,11,Parts per billion,13.7345238,Parts per million,0.015098633,Parts per billion,0.703368517,Parts per million,0.424830917
Georgia,2010,12,Parts per billion,17.08566545,Parts per million,0.015165871,Parts per billion,1.65075929,Parts per million,0.371428871
Idaho,2010,1,Parts per billion,10.391369,Parts per million,0.018674962,Parts per billion,0.043060442,Parts per million,0.195618894
Idaho,2010,2,Parts per billion,10.01665446,Parts per million,0.019833321,Parts per billion,0.039520768,Parts per million,0.203422589
Idaho,2010,3,Parts per billion,8.507203839,Parts per million,0.029538968,Parts per billion,0.047620661,Parts per million,0.174558548
Idaho,2010,4,Parts per billion,7.723339367,Parts per million,0.031333367,Parts per billion,0.17011515,Parts per million,0.173611067
Idaho,2010,5,Parts per billion,5.070625548,Parts per million,0.032535,Parts per billion,0.200647323,Parts per million,0.133761532
Idaho,2010,6,Parts per billion,5.5451032,Parts per million,0.030755567,Parts per billion,0.282425383,Parts per million,0.126165433
Idaho,2010,7,Parts per billion,7.196307194,Parts per million,0.033806387,Parts per billion,0.401802403,Parts per million,0.135551065
Idaho,2010,8,Parts per billion,8.464576,Parts per million,0.034463677,Parts per billion,0.536531984,Parts per million,0.15483871
Idaho,2010,9,Parts per billion,11.04700813,Parts per million,0.025493067,Parts per billion,0.684878233,Parts per million,0.174444483
Idaho,2010,10,Parts per billion,13.06200329,Parts per million,0.020964581,Parts per billion,0.694680452,Parts per million,0.213844081
Idaho,2010,11,Parts per billion,10.92765703,Parts per million,0.020263833,Parts per billion,0.400946933,Parts per million,0.2181282
Idaho,2010,12,Parts per billion,14.95691413,Parts per million,0.017867645,Parts per billion,0.311682677,Parts per million,0.255805323
Illinois,2010,1,Parts per billion,16.99803024,Parts per million,0.015274829,Parts per billion,1.406468632,Parts per million,0.37053975
Illinois,2010,2,Parts per billion,16.88640957,Parts per million,0.016849696,Parts per billion,1.465232891,Parts per million,0.357147522
Illinois,2010,3,Parts per billion,12.17309965,Parts per million,0.022197265,Parts per billion,1.606811745,Parts per million,0.414206633
Illinois,2010,4,Parts per billion,12.79615204,Parts per million,0.03306053,Parts per billion,2.465089127,Parts per million,0.307084036
Illinois,2010,5,Parts per billion,11.51371546,Parts per million,0.033138422,Parts per billion,1.500777675,Parts per million,0.307709078
Illinois,2010,6,Parts per billion,10.43382923,Parts per million,0.030398568,Parts per billion,1.501463204,Parts per million,0.306305093
Illinois,2010,7,Parts per billion,9.790390853,Parts per million,0.0340394,Parts per billion,2.41586958,Parts per million,0.322306807
